这么急啊[惊喜]反正我知道你的评论留不了多久哈哈	要不您这边给我友情赞助两千块？我给您做个绝育[好奇]，再做个碎蛋der手术	1	0	1
一帮女的不看题就来吵，被你驳倒到了又开始胡搅蛮缠，老拳了[惊喜]	精神胜利法牛逼[微笑]	0	1	0
那你为啥跑到人家评论区下面叫	开始叫了？	0	0	1
婚姻法是一本书，意思结婚一人给你们发一本书？	我实在对比，都涉及法律都涉及经济，但是，结婚证里的太简单了。	0	0	1
对啊	笑死了，照你这么说如果彩礼是营养费和保姆费的话，怀孕期间是不是一分钱都不用出了？毕竟已经提前预付了是不是什么都不用管了[惊喜]	1	0	1
可以啊，结婚之后不平等是从女性生孩子开始的，双方两人一起出钱找代孕，公平公正。一分彩礼钱都不用出	绷不住了就是不想给还能咋滴	0	0	1
好兄弟，支持你	我觉得不会的，随着社会整体教育程度的提高以及zf对天价彩礼的明确抵制，这种不合理的东西一定是会最终消亡的	1	0	0
我懂价高者得呗毕竟你镶钻的	我一直很好奇那些在那叭叭叭女方要彩礼的男的一个月都赚多少钱[思考]我身边有修养的男士好像还都没这么小气过，唯一见过一个是我小学同学，初中不好好学习辍学去发廊了	0	0	1
难受，被禁言了，poor	@我不想说我男的，无论男女打拳劳烦走远一点。结婚是你自己决定，你接受不了对方要求你结什么呢？又没人逼你结，人家也没逼你接受啊，这个不行就换一个双方能谈妥的，有什么问题吗？	0	0	1
你看，不出彩礼就变成了赘婿，这就是你们女性的思维[飙泪笑]还抱着那老一套思想呢，不是要进步吗	所以说，付彩礼结婚并不是男性必须面临的，女性没有强制要求你付彩礼，你可以做赘婿，不服彩礼	0	0	1
典	双标四千加[尴尬]	1	0	0
只要不要彩礼，你别说孩子跟你姓，跟你妈姓我都没意见[大笑]	我可以接受不要彩礼，但孩子我十月怀胎要和我姓	0	0	1
这是小号，我大号看到是正常的，但其他账号是“不予显示”，知道动手脚的那些有多恶心了吧[惊喜]，摆明了不让男性发言	早上看大哥还是禁言状态[飙泪笑]	0	1	0
不好意思，我还在读书，没向大哥您这么早就去挣钱，再者我爸妈愿意资助我，啃老也得有资本吧	两个人没工作吗凭什么活的太困难？？啃老族说的就是你？小时候没独立找爸妈要零花钱，长大了独立了还得要爸妈资助，你是09年的00后？我纯00后，现在已经买房了，几十万首付我爸妈只给了几万块，这还是他们非要出的说利息少一点，不然就我自己存款首付完全卓卓有余，自己没本事，就不要怪生活太困难	0	0	1
你可真娘味十足啊	太幼稚了，按说零零后也不小了，差一岁看事情差这么多吗[思考]	1	0	1
"[思考]，到底是什么样子的教育程度，让你会打出来下面这段话""这个女儿是人家女方家里的，人家女方家里想要把女儿嫁给谁，也是人家的权利，你到时候别斤斤计较哈，中国那么多男的，也不缺你一个光棍哈""作为独立的女性，恋爱自由，婚姻自由都没了？作为一个类似寄生虫一样的人活着累吗"	这个女儿是人家女方家里的，人家女方家里想要把女儿嫁给谁，也是人家的权利，你到时候别斤斤计较哈，中国那么多男的，也不缺你一个光棍哈	0	0	1
说得好。那为什么某些女的压榨男方父母压榨得那么心安理得？[尴尬]	亏你42了，这种话也说的出来？你养你的女儿是义务，她回报父母，这更是不可推辞的义务与责任！做不到就是不孝！就是枉为人子，就是苟且偷生罢了！知道现在年轻人为什么越来越多的精致利己主义和家庭虚无主义的人吗？就是像你这种错误的思想的家长太多了！人从出生那一刻开始就有不可推卸的责任与义务！古人云：不爱其亲而爱他人者，谓之悖德；不敬其亲而敬他人者，谓之悖礼！你这样看似爱她，实际上是斩断了一个人赖以生长的根基！害人害己啊！	0	0	0
那你谁啊？我确实是没翻到，被那么多人说我也很无语，而且我一开始就事论事直接就是一帮男的言语攻击，深刻理会什么叫“社会素质”	故意看不见?下面几百个女性在反对，现在你告诉我是以偏概全到底谁以偏概全啊？[尴尬]不是，你谁啊？	0	0	1
人家比你后死[飙泪笑]	年轻人多活几年吧	1	0	1
咦，这就开始人身攻击了?？看，这就是新时代国女	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	0	0	1
担心国女嫁不出去，笑死了，我男票后天就带我回老家了，你操心自己吧，你嘴里国女还真不会嫁不出去	[尴尬][尴尬][尴尬]先急了特别来教育一个男性彩礼价值的不是一群嫁不出去的国女吗？[尴尬][尴尬][尴尬]	0	0	1
02年的表示他幼稚与他是不是00后无关[捂脸]	太幼稚了，按说零零后也不小了，差一岁看事情差这么多吗[思考]	0	0	1
朝猪圈里面扔石头，通常叫得最响的往往就是那个被砸中的。	还重拳出击？女拳师们把我发在这里的一条评论给举报了导致那条评论被知乎删除，看来女拳师们是真的急了，毕竟我的话戳中了她们的痛点，看来重拳出击的下场就是被女拳师们举报，哈哈。	0	0	1
可熟练运用生孩子警告的99.8%没生过孩子[尴尬]	她们的逻辑无论怎么绕，最终一定会归到生孩子上[惊喜][惊喜][惊喜]	0	1	0
两个人如果是出去住，且有正常的工作，不至于能买房，生活恩格尔系数还是很高的，有时候还能有钱拿回家。但是呢，一但到了谈婚论嫁，没家里人资助很难下去。这是我最近才懂得道理，那种什么都要靠父母的无力感真的很让人崩溃	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	1
确实，不过这个过程还可以优化一下，直接把你remove[惊喜]	我倒是挺喜欢这种想法的人的，只要他别绑架我不要双标其实也挺美的。首先他养他妈我养我爸，他的意思是他爸妈的葬礼我都可以不出席就算他爸妈瘫痪在床他也允许我连看都不用去看一眼，同样他也不会管我爸妈。这样生活就少了太多太多的麻烦了！再来想生孩子我可以选择不生你想要孩子那你得给我孩子准备一套房子学区房如果你还想拥有孩子的冠姓权那么请你负责孩子所有的开销。我就怕他坚持的观念到时候会支撑不住。然后就搞起双标或者开始绑架你。	1	0	1
[赞同]	下载国家反诈骗APP	1	0	0
有不同意见，建议大家先表示感谢，然后保持充分尊重，自由讨论，免得被扣上南拳的帽子，拿出君子的风范给她们看看哈[飙泪笑][谢邀][飙泪笑][谢邀][谢邀][飙泪笑][飙泪笑][谢邀]	看看你让评论区女性急的	1	0	0
呜呜呜我破防了，我要跺jiojio，我装的[大笑]	不就是你吗[飙泪笑][飙泪笑]	1	1	1
拜托，我们要发展要想西方先进思想学习。什么结婚是两个家庭的事，都是老封建了。结婚了两个人都从各自的家庭独立出去了，组成新的家庭。还给什么彩礼，看封建了	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	1
其实如果彩礼真的是给女方家庭，那真的是扶贫，也有可能就变成均贫，这种情况还是避免这种家庭结婚吧	确实是两个家庭的事，所以要彩礼=一个家庭扶贫另一个家庭	0	0	1
我为什么要着急要男人，说到你这个老光棍的痛处了？你就先着急吧	[好奇]，你着急要男人吗？这么饥渴？？？老爷们的事，需要你来指导？？？？[好奇]	0	0	1
资本和境外势力挑动男女对立[大笑]一帮蠢货真的上当了	这评论，我怎么感觉都是我上辈人在知乎。我42，我觉得现代的年轻人就应该是这种想法才对。我就跟我女儿说，以后别提什么彩礼，感觉特别过时，我养你长大是希望你能独立自主，能自由翱翔，能好好感受这世界，知道自己想要的生活。我养你20年这是我的付出，也是我的责任，这不需要任何回报。唯一的回报就是你能过上自己想要的生活。老了也不需要你来赡养，把自己顾好就行。婚姻是这个世界上最难的事情之一，它需要好好经营，它就是两个人的事情，找到能幸福过一生的人真的很难，所以不要再有一些世俗的观念来给它负担。这年轻人我感觉才应该是当代年轻人该有的样子，可看评论觉得回到了旧社会的老农村。	0	1	0
“大家没啥恶意”？那为啥评论区成百上千条骂他的？[好奇]	没想到这么温和的发言都能引来一些没有任何理性只会膈应人的不知名非碳基生物脏大家的眼，还有说我出来卖哈哈哈，其实我也是刚毕业罢了（确实在给资本家出卖灵魂？）大家对这个00年小弟弟确实没啥恶意，只是从虚长几岁的角度对他的傲慢和幼稚的叹惋罢了	0	0	1
你是说哪段时间可以继续工作?我并不认为已经七八个月的孕妇可以继续工作熬夜，状态肯定也不会好我觉得为了孩子也不会这样[doge]	我觉得你三观挺正的就不要跟那些人掰扯了而且事实就是很多女生怀孕了仍然可以工作并不是他们说的就要在家躺十个月十个月本来就是国家给她们的福利大可以选择不要完全就是跟你胡扯你不用回复他们了其实道不同	1	0	1
本来就绝对不可能给一分钱彩礼啊有什么奇怪可喷的不结婚也没人逼你结婚没人逼你生孩子你不结不生不就好了	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	0	0	1
。。。。。。	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	0
你这话跟不接受潜规则就是不懂事有什么区别？	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	1
现代女性以为男性非要生孩子是一种错觉，这种博弈可太搞笑了，为什么男性一定要孩子呢？男性解放可太快乐了???	他又没有说不生，肯定有生的概率啊	0	0	1
不要彩礼哪来的钱外卖奶茶旅行	孩子不生家务不做，钱也不攒，外卖奶茶旅行不间断也配要彩礼，我呸	0	0	0
时代变了，婚姻自由变成两个家庭之间的事情了。是不是以后要变成两个家族之间的事情？是不是婚姻要问族长的意见？是不是不被承认的婚姻进不了祠堂？是不是私自结婚就会被抓住打死？比起答主，我更觉得你是最幼稚那个	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	1
心里有数哈，意思现在开始靠想象对方是个什么样的人来人身攻击了是吗？我成天在网上喷彩礼只是因为我看不惯你们必须要要彩礼甚至通过攻击不要彩礼和不给彩礼的人来强迫大家都要给彩礼哈？顺便说一句哈，拥有说不过了急得跳脚就开始人身攻击这种品质的人其实也可以推测出现实生活中有多失败哈。	说的本来就是实话啊，你成天在网上喷彩礼，无非两种情形。第一自己家里太穷出不起彩礼。第二自己条件不好找不到死心塌地跟自己在一起的女生。自己心里没点儿数吗	0	0	1
想想国女为什么不回你[惊喜]俞敏洪有钱吧，说句话被喷爆。这个就来一句，有钱的的说的都对。嗯，都对[惊喜]	余额高工资高就有理？那俞敏洪怎么说句女人不要堕落的话你们女的都不肯听呢？	1	0	1
已注销[飙泪笑][飙泪笑][飙泪笑]	事实是人家女儿目前没结婚没到谈婚论嫁的一步好吧，你怎么确定人家到真正谈的时候就不要彩礼了？他现在所有的一切也只是嘴上说，现实你去试试？	1	0	1
你怎么这么油腻你还是太粘亲了[赞同][爱][惊喜][看看你][小情绪]	加一，好幼稚啊，谈恋爱才是两个人的事情。结婚肯定不是啊，两个人还能结婚了不和各自家里父母亲戚走动双双断绝联系当我没说	1	0	1
答主不过是想标新立异显示自己的平等前卫先进[捂嘴]	那答主也差不多这么想就被你们打上不解人情[尴尬]，唉，算了，和庄子没法比。[尴尬]	1	0	1
怕了牙	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	1	0	0
我信任他，我也爱他，但是我们那里有彩礼的习俗，别人有的我为什么不能有？我比别人差吗？而且彩礼还要带回去，不给绝对分手	你和你对象，无非两种情况：A你信任他。B你不信任他或者没那么信任。如果是B的情况你给人生什么孩子结什么婚？如果是A的情况，你信任人家怎么孩子没生先拿人家一笔钱？说到底，和信不信任根本没关系，你就是图你男朋友一笔钱，就这样，别的都是屁话，确实不用扯那么多。挣钱嘛，不寒碜。只是你男友愿意给，有的人不愿意，答主不愿意给，你们在这跳脚属实寒碜[尴尬]强买强卖要打12315了[尴尬]	0	0	1
我不是明码标价，只是很厌恶一些男性把女性因为下一代对身体造成的伤害，对工作的影响认为是理所应当的	你这流派挺别致啊，把自己明码标价的女人我只见过一种[飙泪笑]	0	1	1
叔叔把女儿介绍给我认识一下[滑稽]	这评论，我怎么感觉都是我上辈人在知乎。我42，我觉得现代的年轻人就应该是这种想法才对。我就跟我女儿说，以后别提什么彩礼，感觉特别过时，我养你长大是希望你能独立自主，能自由翱翔，能好好感受这世界，知道自己想要的生活。我养你20年这是我的付出，也是我的责任，这不需要任何回报。唯一的回报就是你能过上自己想要的生活。老了也不需要你来赡养，把自己顾好就行。婚姻是这个世界上最难的事情之一，它需要好好经营，它就是两个人的事情，找到能幸福过一生的人真的很难，所以不要再有一些世俗的观念来给它负担。这年轻人我感觉才应该是当代年轻人该有的样子，可看评论觉得回到了旧社会的老农村。	1	1	0
我没懂，接受过社会毒打又怎么了？毒打之后，公司规定我就必须要去精准扶贫了？毒打之后，本人城市独生男就得接受乡下家庭的彩礼要求了？我找个城市独生女，彩礼最多就是走个流程。	没工作过，没接受过社会毒打，等工作几年，他可能想回去扇自己嘴巴子。	0	0	1
中立，队标的就是相亲，有部分男生女生还是很愿意的	两个家庭的事，那你反对包办婚姻吗[思考]	1	0	1
今年变成8000万了	我建议国女自己先统一好话术，到底是三千万单身还是七千万单身[尴尬]	0	0	1
拇?	大型___破防现场[飙泪笑]	0	1	1
只要我跑的够快，女蜷就追不上我[惊喜]	学习黑人精神，提起裤子就走人[生气]	1	0	1
赞同，	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	1	0	0
真的吗，就这么点彩礼你们就叫成这样了[捂脸]不至于吧，就是买它个十床八床的也不值两个钱啊，哪个地区啊，中国还有这么穷的地方吗[捂脸][捂脸][捂脸][捂脸]	你的嫁妆是两双被子是嘛[惊喜][惊喜]哈哈哈	0	1	1
看来生活幸福的和不幸福的人真的天差地别	结婚的时候彩礼全退。我妈说了，收彩礼干嘛，又不卖女儿。装修买车照样出钱，娘家有实力，自然有底气～现在一些拳师我一女的都看不下去，不要动不动把生孩子的牺牲挂嘴上，生那都是爱情的结晶，生了疼都来不及啊！我对我女儿真是含在嘴里怕化了，对她好根本不计成本！你觉得你是替老公家生孩子不值得？谁逼你生了？不是你肚子里出来的？没你一份基因那？孩子不爱你呢？她喊你妈妈你不开心？一天到晚的怨天怨地，你考虑过孩子的感受嘛？她是累赘还是爱啊？你爱她你能天天计较自己的付出？合着你妈天天跟你掰手指她替你做了多少事啊？还有一些知乎上的段子手，一天到晚的宣传老公渣婆婆坏，拜托结婚是双向选择，你结婚前不看人啊？换句话说真的仓促结婚，那是结了不能离？你一女孩子受委屈的你娘家能甩手看着？怎么的，结婚收了彩礼女儿卖给别人家了？再说回彩礼，建设小家庭确实需要物质基础，但是这基础得靠双方。我们结婚不要彩礼，我婆婆赶紧钻戒升级，我妈反手回条金项链，婆婆赶紧追加手表包包，我妈立马驴牌送上门。这些东西婚后不是你小家庭的啊？我家花钱证明重视我老公，我婆婆花钱证明她重视我，双方才会互相高兴。不要盯死点彩礼，结婚只是开始，往后的人生很长的。你家要是差这点彩礼钱，不如先好好挣钱，等有了底气再结婚。所谓女权，别整天做个伸手党，巴巴的只等着别人尊重你，我特么看着都替女的觉得羞耻！努力让自己强大，你一定可以拥有别人抢不走的尊重和自信。等你可以自信的给予别人东西的时候，你需要害怕什么？拜托一些拳师不要代言所有女性，一天到晚的斤斤计较，怪丢人[大笑]	1	0	1
不生孩子就不领证了，签个协议做名义夫妻得了	同意不要彩礼啊，但是我也有条件，房子必须有租的也行，婚后所有开销家务都AA，不用你照顾我的父母，你也不要要求我去照顾你的父母，孩子不要，如果非要生，产后所有的钱他来负责，因为我出了疼跟身材，女孩跟我姓男孩跟他姓，不要要求我放弃工作顾家不可能，哪怕有孩子也不会，不让双方父母看孩子就请保姆	0	0	1
理想是理想，现实是现实，很多人都想摆脱原生家庭但实际非常难	家庭结构在未来应该是会逐渐解体的，所以回答者的想法我觉得也不是什么可笑的，只是比较超前，当下社会存在这种思想也是正常的。	0	0	1
对啊，本来现在想结婚的女孩子就越来越少了啊，你不会真的以为女的缺你们给的那十几二十万吧[惊喜]2021年了，没人缺了[惊喜]	对啊，那为啥还要找女的结婚呢？还付什么彩礼，捐精就行了。	0	0	1
笑死了，你说这种话恰恰证明了自己觉得自己只是个生育工具，生孩子拿钱，不生孩子不拿钱，你自己说的话都不经?的吗？	我如果不怀孕我也可以工作啊，怀孕休假几个月回到公司还能回到原来的职位吗？？而且彩礼为什么不能给我？？我因为生孩子身体没有受到损害？？我拿这些钱给我自己买补品不行吗？？在你眼里女人就是生育机器吗？	0	0	1
想法基本一致，挺好	两者想同时拥有肯定是不行的，又想马儿跑，又想马儿不吃草，不过真要我选择一种的话，我选择不要房子彩礼，要小家的自由以及男女的平等尊重，大家一起工作，一起做家务，一起赚钱买房子，没有什么理所当然的，比如女生不是理所当然要做家务的，男生也不是理所当然就要独自担起生活的重担，大家一起互相扶持嘛。其实这彩礼，嫁妆还有红包呀，本身是图个吉利，不用多少钱，嫁妆也差不多能还回去，但是房子我真不愿意要，我想双方父母出点钱，付个首付，然后两个人共同赚钱买房子，不想直接住进男方家准备的房子，一是不乐意和公婆住，但是如果男方准备好房子的话，那我肯定是没有底气这么说的。二是他们既然给了房子，那可能就会干涉我们的生活，我不喜欢被干涉，不自由，还不如一开始双方付出相应的代价，势均力敌，这样才有底气	1	0	0
没钱接什么婚啊你是女的？女的没钱就能结婚？想什么呢？	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	1
因为法理上，彩礼就是赠予，属于女方财产，嫁妆也是女方财产，这也是骗婚的来由，结完婚后，彩礼嫁妆法律上都是女方的，你就是打官司走合法渠道都要不回来，所以这么多男人被骗婚走极端	我不理解，彩礼和陪嫁难道不是婚后的共同财产吗，都是双方家庭基于传统给新的家庭提升生活质量的资金，而且金额也不算多，视家庭情况定，条件好的可以多点。最后是都花在家庭建设上的（比如装修、旅游、理财……）。为啥你会觉得都是给女的花的？[捂脸][捂脸][捂脸]	0	0	1
郭女k48，给狗都不给你	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	0	0	1
我是男的，我原评论哪句话提彩礼了？	那男方给你彩礼你会给男方带嫁妆吗我就是问一下[好奇]	0	0	1
还在温室的小花朵都愿意幼稚的放狠话，我们当年也一样，岁月和社会会让他转变的	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	0
真的巨幼稚[惊喜]	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	1	0	1
一般都会对等的！	那凭啥要彩礼？起码得嫁妆彩礼对等吧[思考]	0	0	0
当所有00后男生都能跟这个楼主一样，当然，还有更好的，直接不结婚，然后会发现没有女生之后…男孩子的生活更好了，不用再去给女朋友买东西，可以在自己喜欢的事情上面多花一点钱，可以去追寻自己的梦想，不用婚姻[大笑]这种垃圾给羁绊因此我是十分赞同，所有人都不婚不育[大笑]	我03，看着都尴尬	1	0	1
这层楼谁回复的最多就是谁被砸到了，哦，原来是你啊[尴尬]	男权急了	0	0	1
[生气]这就去龟训高中生	看看现在高中生的觉悟[飙泪笑][滑稽][滑稽][惊喜][惊喜]	0	1	1
[飙泪笑][飙泪笑]这能让你看出怨气大	你怨气这么大其实可以不结的。所以我说结婚不单单是两个人的事情嘛	1	0	1
你说的啥玩意？	你干脆别结婚了，全国男性都拉黑吧。或者出国找个黑白黄人都可以	0	0	1
爹味太浓了，你年纪大就你对是吧[大笑]	太幼稚了，按说零零后也不小了，差一岁看事情差这么多吗[思考]	0	0	1
选择性保留传统[捂脸]	评论区高赞笑死了真是。原来女性保守主义者这么好玩[惊喜][惊喜][惊喜]不过这些保守主义者好像不大愿意保守一些其他的传统[惊喜][惊喜][惊喜]	1	1	0
赞一个，群看下来就你坚持不结婚[惊喜]你说一帮婚都不接的人吵什么彩礼啊，管她们什么事啊	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	0
又是一个特例代表全部的人	再说了，你有的小姐姐是真的有钱，你呢？你有几个钱，有钱的有几个人？[尴尬]	1	0	1
月入10万来趟这浑水，你是不是中专毕业的啊[飙泪笑][飙泪笑][飙泪笑][飙泪笑][飙泪笑]你让他来找我对线得了	你不能因为你家传统这样的就这么揣测别人吧[尴尬][尴尬][尴尬]	1	0	1
有不同意见，建议大家先表示感谢，然后保持充分尊重，自由讨论，免得被扣上南拳的帽子，拿出君子的风范给她们看看哈[飙泪笑]	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	1	0	1
你知道男性为了生孩子付出了什么吗，是寿命，男性平均寿命比女性少了多少你知道吗，要不然你们少活几十年，就给彩礼好不好[可怜]	不要彩礼=理性探讨问题要彩礼=现代乞丐不结婚=胡搅蛮缠笑了[微笑]	0	0	1
又矮又圆又能装，里面除了吃就是玩没别的	健达奇趣蛋是什么梗	1	0	0
抚养费就是抚养费[尴尬]，直接说就行了[尴尬]，打什么彩礼的旗号呢？[尴尬]嫌抚养费太直白难听了是吗？[惊喜]	我如果不怀孕我也可以工作啊，怀孕休假几个月回到公司还能回到原来的职位吗？？而且彩礼为什么不能给我？？我因为生孩子身体没有受到损害？？我拿这些钱给我自己买补品不行吗？？在你眼里女人就是生育机器吗？	0	0	1
真就普信女呗[尴尬]人家说要娶你了吗？怕不是都没人搭理你喔[尴尬]	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	0	0	1
你乱喷啥呢有本事你也别给彩礼人家父母也不介意亲戚也不介意谁介意不见谁双方亲戚朋友当si人那你能做到的话您确实niubi啊[赞同]	越来越多人不想给彩礼所以你急了你害怕将来你对象也不给彩礼既然你们所认同的彩礼是要带回来建设小家庭的那你把这笔资金放在男方这里有什么问题吗？	0	0	1
彩礼永远比嫁妆多一大截，嫁妆和彩礼在全国范围内都知道是不同价的[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜]看回答就知道又是豆瓣和微博过来的，回答都是两性问题。	我们有彩礼的同样有嫁妆啊，不用嗷嗷叫，毕竟独生子女啥也不缺，婆婆给彩礼给得乐开了花	0	0	1
会吗》？婚姻这种东西会消失嘛	婚姻正逐渐消失ing...大趋势是这样的	0	0	1
你给爱情加入铜臭味就是神圣的爱情了？你的爱情真神圣，就为了卖个好价钱是吧	彩礼，意味着“明媒正娶”。重点在礼，钱反而不是最大问题，比如某地彩礼10万，你和女方说，这10万定亲时不给，等结婚了，直接给15万20万。我敢说多数女方家庭是不可能同意的，因为这就不叫礼了。况且，现在多数彩礼都给了小家庭，而且女方会附上等值嫁妆，所以不知道评论区这些高中生跳个啥。@关评论或骂人的：理智讨论，觉得人家不对摆事实讲道理，duck可不必人身攻击。爱情是最神圣的东西，婚姻市场是最公平的市场；你要真正爱一个姑娘，作为绅士就应对她有尊重；你要是不认同彩礼，完全可以不要彩礼的姑娘，或者去欧美找，太平洋又没加盖。一帮即没对象，又拿不出10万的堂堂男人，唧唧歪歪，太low了...你们这样即玷污了婚姻制度，又玷污了爱情[飙泪笑]	0	0	1
说的太对了，从根本上来说，就是要让那些要彩礼的女人没人要，男性应该团结起来，只娶不要彩礼的女人。只有这样才能解决问题，说白了要彩礼的女人，都是惯的	因为人家嗨歌根本就没有彩礼概念，你敢跟他们谈彩礼，小心人家提裤跑路。所以我们必须要让所有男性特别是年轻男性拒绝彩礼观念，从根本上让国女找不到出彩礼的男人，她们自然会自我降价了。懂得商品经济的都应该知道，当没有人需求这些高昂的货物时，货物卖不出去了就会降价清仓大甩卖。男人赚的钱首先要给自己和家人花，不要存太多钱，这样大家都没钱出彩礼了，自然国女也不会要求了。虽说不一定不婚不育，但要学国女的有敢于不婚不育的心态，就是比谁能忍得住	0	0	0
但是她们不都是反婚反育的吗，自己都反育了，生个啥?	她们的逻辑无论怎么绕，最终一定会归到生孩子上[惊喜][惊喜][惊喜]	0	1	1
结婚两个人和两个家庭有关系吗？模糊焦点干什么？一个家庭对一个家庭，养儿子那个家庭欠你的是吧？	hhhhh，就很好笑，靠自己结婚前能不能凑齐买房首付都是个问题	0	0	1
阿姨我是自由的，想来就来	阿姨，您还是回微博吧，豆瓣都容不下您的[惊喜]	1	1	1
恶意尊重[生气]	我们尊重女性，就像女性尊重男性一样尊重[惊喜]	0	1	0
你是看有女生要彩礼就急了吧，怕你以后得结婚对象也要彩礼？然后自己给不起？	越来越多人不想给彩礼所以你急了你害怕将来你对象也不给彩礼既然你们所认同的彩礼是要带回来建设小家庭的那你把这笔资金放在男方这里有什么问题吗？	0	0	1
国外男方给彩礼吗？他们也要生孩子？[好奇]这么想靠自己能力赚钱，建议你去东南亚做职业dy发大财，反正女的哥个个都会生孩子，我们不需要你生，直接淘汰筛除掉[大笑]	对，确实不应该收彩礼的，毕竟男女平等，那就生育也平等吧，男生也做个子宫生孩子吧！做家务和照顾孩子也平等，有哪个男生能做到？没有谁会白白为另一个人怀胎10月生孩子，照顾孩子，这辛苦都是金钱换不来的，那些说理解老婆的有本事你做手术，你来生！	0	0	1
唉，都给我说没劲了，我是男的。至于100平房子的问题，那每个人看法不一样，我是觉得100平太小了，也就够两个人生活，生孩子有点小了，你要觉得100平可以二三胎，那是我们看法不一样，我只是按我的理解举例	赶着生二胎三胎响应国家政策啊？张口就是100平的房子？30岁结不起35岁再结呗，35岁结不起40岁再结呗，男的事业有成兜里有钱找个小你十几岁的很难吗？你女的找个小你十几岁的也挺容易吧[大笑]	0	0	1
如果钱真能给到小家，还会闹这么大？钱真的给小家，为啥要以彩礼的名义？我的钱我必须以彩礼得名义才能用于我与我老婆的家庭？	爱情不符合你的定义，就不算，太教条了；一没有领地、二没有门第、三没有财产，除了领地，其他我还真有；重点：彩礼是礼节，女方会给等价嫁妆，钱给小家庭，不涉及你说的买卖和交易；但我想说的是：彩礼本来就不是刁难人的，作为男人，为这区区10万8万这么纠结，应该确实反思一下	0	0	1
因为他才大一新生，这种狂妄自大的男生还没接受过社会毒打，以为能选妃呢，做春秋大梦没醒，以为清朝没灭吧	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	1
就算能做到不和父母住，也避免不了父母想掺合事[大哭]	等他老婆和他妈有矛盾的时候就知道了，除非他自己做到和老婆自己住，不让父母参和进来。	1	0	1
说实话，三万块钱就当交房租也只能住两年	谁有经济权利，谁掌握话语权，钱全是老婆的，这男的能好过？	0	0	1
[捂脸]那就住一起	我舍不得跟我妈分开。。。。	1	0	0
你还真信她要给自己挣嫁妆？	行，自己挣钱给自己挣钱攒嫁妆没毛病，赞同	0	1	0
俞敏洪晒工资不得吓死你们？你们怎么不听呢？[尴尬]	评论里有个小姐姐超级刚，晒自己的余额和工资。评论里那些男的就不敢呀[捂嘴][捂嘴]	0	1	1
